Slot,Biomass 01,Biomass 02,Biomass 03,Biomass 04,Biomass 05,Biomass 06,Biomass 07,Biomass 08,Biomass 09,Biomass 10,Biomass 11,Biomass 12,Biomass 13,Biomass 14,Biomass 15,Biomass 16,Biomass 17,Biomass 18,Biomass 19,Biomass 20,Biomass 21,Biomass 22,Biomass 23,Biomass 24,Biomass 25,Biomass 26,Biomass 27,Biomass 28,Biomass 29,Biomass 30,Biomass 31,Biomass 32,Biomass 33,Biomass 34,Biomass 35,Biomass 36,Biomass 37,Biomass 38,Biomass 39,Biomass 40,Biomass 41,Biomass 42,Biomass 43,Biomass 44,Biomass 45,Biomass 46,Biomass 47,Biomass 48,Biomass 49,Biomass 50,Biomass 51,Biomass 52,Biomass 53,Biomass 54,Biomass 55,Biomass 56,Biomass 57,Biomass 58,Biomass 59,Biomass 60,Biomass 61,Biomass 62,CC NG 01,CC NG 03,CC NG 04,CC NG 05,CC NG 06,CC NG 07,CC NG 08,CC NG 09,CC NG 10,CC NG 11,CC NG 12,CC NG 13,CC NG 14,CC NG 15,CC NG 16,CC NG 17,CC NG 18,CC NG 19,CC NG 20,CC NG 21,CC NG 22,CC NG 23,CC NG 24,CC NG 25,CC NG 26,CC NG 27,CC NG 28,CC NG 29,CC NG 31,CC NG 32,CC NG 33,CC NG 34,CC NG 35,CC NG 36,CC NG 37,CC NG 38,CC NG 39,CC NG 40,CT NG 01,CT NG 02,CT NG 03,CT NG 04,CT NG 05,CT NG 06,CT NG 07,CT NG 08,CT NG 09,CT NG 10,CT NG 11,CT NG 12,CT NG 13,CT NG 14,CT NG 15,CT NG 16,CT NG 17,CT NG 18,CT NG 19,CT NG 20,CT NG 21,CT NG 22,CT NG 23,CT NG 24,CT NG 25,CT NG 26,CT NG 27,CT NG 28,CT NG 29,CT NG 30,CT NG 31,CT NG 32,CT NG 33,CT NG 34,CT NG 35,CT NG 36,CT NG 37,CT NG 38,CT NG 39,CT NG 40,CT NG 41,CT NG 42,CT NG 43,CT NG 44,CT NG 45,CT NG 46,CT NG 47,CT NG 48,CT NG 49,CT NG 50,CT NG 51,CT NG 52,CT NG 53,CT NG 54,CT NG 55,CT NG 56,CT NG 66,CT NG 67,CT NG 68,CT NG 69,CT NG 70,CT NG 71,CT NG 72,CT NG 73,CT NG 74,CT NG 75,CT Oil 01,CT Oil 02,CT Oil 03,CT Oil 04,CT Oil 05,Geo 01,Hydro 01,Hydro 02,Hydro 03,Hydro 04,Hydro 05,Hydro 06,Hydro 07,Hydro 08,Hydro 09,Hydro 10,Hydro 11,Hydro 12,Hydro 13,Hydro 14,Hydro 15,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 36,Hydro 37,Hydro 38,Hydro 39,Hydro 40,Hydro 41,Hydro 42,Hydro 43,ICE NG 01,ICE NG 02,ICE NG 03,ICE NG 04,ICE NG 05,ICE NG 06,ICE NG 07,ST Coal 01,ST NG 01,ST NG 02,ST NG 03,ST NG 04,ST NG 05,ST NG 06,ST NG 07,ST NG 08,ST NG 09,ST NG 10,ST Other 01,ST Other 02,Solar 01,Solar 02,Solar 03,Solar 04,Solar 05,Solar 06,Solar 07,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17
43,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17288,0.291735,1.004865,0.3025,7.438875,7.438875,7.438875,0,0,8.4279,8.4279,8.4279,0,0,0.02161,0.103728,3.96612,3.96612,0.051864,0.51,2.23,0,0,0.106375,2.6015135,2.6015135,0.224775,0,0,0,0,0,0,0,15.94,24.96,0,147.0412415,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.683907031,20.02319776,3.160345341,1.028852478,0.937361476,4.190316133,6.351287654,14.55626958,13.60648431,13.71381581,7.811132185,16.02532599,7.470443094,8.153098505,7.348036155,1.37072633,8.669445659
44,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172893333,0.2917575,1.0049425,0.3025,7.4358875,7.4358875,7.4358875,0,0,8.42855,8.42855,8.42855,0,0,0.021611667,0.103736,3.96612,3.96612,0.051868,0.51,2.23,0,0,0.106279167,2.600147083,2.600147083,0.2245725,0,0,0,0,0,0,0,15.94,24.96,0,135.5634158,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.694053596,20.12985188,3.189732137,1.043648832,0.939175962,4.204999455,6.371615963,14.58639995,13.63629654,13.74377852,7.843899921,16.05271988,7.500278433,8.138020521,7.347304529,1.367707936,8.690453231
45,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172906667,0.29178,1.00502,0.3025,7.4329,7.4329,7.4329,0,0,8.4292,8.4292,8.4292,0,0,0.021613333,0.103744,3.96612,3.96612,0.051872,0.51,2.23,0,0,0.106183333,2.598780667,2.598780667,0.22437,0,0,0,0,0,0,0,15.94,24.96,0,124.08559,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704200162,20.23650599,3.219118932,1.058445186,0.940990449,4.219682777,6.391944271,14.61653033,13.66610877,13.77374123,7.876667658,16.08011378,7.530113771,8.122942536,7.346572903,1.364689543,8.711460802
46,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17292,0.2918025,1.0050975,0.3025,7.4299125,7.4299125,7.4299125,0,0,8.42985,8.42985,8.42985,0,0,0.021615,0.103752,3.96612,3.96612,0.051876,0.51,2.23,0,0,0.1060875,2.59741425,2.59741425,0.2241675,0,0,0,0,0,0,0,15.94,24.96,0,112.6077643,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714346727,20.34316011,3.248505728,1.07324154,0.942804935,4.234366099,6.41227258,14.6466607,13.695921,13.80370394,7.909435394,16.10750767,7.55994911,8.107864552,7.345841277,1.361671149,8.732468374
47,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172933333,0.291825,1.005175,0.3025,7.426925,7.426925,7.426925,0,0,8.4305,8.4305,8.4305,0,0,0.021616667,0.10376,3.96612,3.96612,0.05188,0.51,2.23,0,0,0.105991667,2.596047833,2.596047833,0.223965,0,0,0,0,0,0,0,15.94,24.96,0,101.1299386,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.724493292,20.44981423,3.277892524,1.088037894,0.944619421,4.249049421,6.432600889,14.67679107,13.72573323,13.83366665,7.94220313,16.13490156,7.589784449,8.092786567,7.345109651,1.358652755,8.753475946
48,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172946667,0.2918475,1.0052525,0.3025,7.4239375,7.4239375,7.4239375,0,0,8.43115,8.43115,8.43115,0,0,0.021618333,0.103768,3.96612,3.96612,0.051884,0.51,2.23,0,0,0.105895833,2.594681417,2.594681417,0.2237625,0,0,0,0,0,0,0,15.94,24.96,0,89.65211285,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.734639857,20.55646835,3.307279319,1.102834247,0.946433908,4.263732743,6.452929197,14.70692144,13.75554547,13.86362937,7.974970867,16.16229545,7.619619787,8.077708583,7.344378025,1.355634361,8.774483518
49,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17296,0.29187,1.00533,0.3025,7.42095,7.42095,7.42095,0,0,8.4318,8.4318,8.4318,0,0,0.02162,0.103776,3.96612,3.96612,0.051888,0.51,2.23,0,0,0.1058,2.593315,2.593315,0.22356,0,0,0,0,0,0,0,15.94,24.96,0,78.17428713,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.744786422,20.66312247,3.336666115,1.117630601,0.948248394,4.278416065,6.473257506,14.73705181,13.7853577,13.89359208,8.007738603,16.18968934,7.649455126,8.062630598,7.343646399,1.352615967,8.79549109
50,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172946667,0.2918475,1.0052525,0.3025,7.4227425,7.4227425,7.4227425,0,0,8.43115,8.43115,8.43115,0,0,0.021618333,0.103768,3.964523333,3.964523333,0.051884,0.51,2.23,0,0,0.1049375,2.593674583,2.593674583,0.2217375,0,0,0,0,0,0,0,15.94,24.96,0,85.35917406,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.752791387,20.75690256,3.362612439,1.130526615,0.949767179,4.289972083,6.491621857,14.76377338,13.81113034,13.92045694,8.039947754,16.20386279,7.675549869,8.023605484,7.346547721,1.346352441,8.873868879
51,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172933333,0.291825,1.005175,0.3025,7.424535,7.424535,7.424535,0,0,8.4305,8.4305,8.4305,0,0,0.021616667,0.10376,3.962926667,3.962926667,0.05188,0.51,2.23,0,0,0.104075,2.594034167,2.594034167,0.219915,0,0,0,0,0,0,0,15.94,24.96,0,92.54406099,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.760796353,20.85068265,3.388558763,1.143422628,0.951285963,4.301528102,6.509986208,14.79049495,13.83690298,13.9473218,8.072156904,16.21803623,7.701644613,7.984580371,7.349449044,1.340088915,8.952246669
52,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17292,0.2918025,1.0050975,0.3025,7.4263275,7.4263275,7.4263275,0,0,8.42985,8.42985,8.42985,0,0,0.021615,0.103752,3.96133,3.96133,0.051876,0.51,2.23,0,0,0.1032125,2.59439375,2.59439375,0.2180925,0,0,0,0,0,0,0,15.94,24.96,0,99.72894792,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.768801318,20.94446274,3.414505087,1.156318642,0.952804748,4.31308412,6.528350559,14.81721652,13.86267562,13.97418666,8.104366055,16.23220968,7.727739356,7.945555257,7.352350366,1.333825389,9.030624458
53,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172906667,0.29178,1.00502,0.3025,7.42812,7.42812,7.42812,0,0,8.4292,8.4292,8.4292,0,0,0.021613333,0.103744,3.959733333,3.959733333,0.051872,0.51,2.23,0,0,0.10235,2.594753333,2.594753333,0.21627,0,0,0,0,0,0,0,15.94,24.96,0,106.9138348,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.776806284,21.03824283,3.440451411,1.169214656,0.954323533,4.324640138,6.54671491,14.84393809,13.88844826,14.00105152,8.136575206,16.24638312,7.753834099,7.906530144,7.355251688,1.327561863,9.109002247
54,0,0,0,0,0,0,2.0001,0.78003,0.78003,0.78003,0.379992,0.379992,0.379992,0.83995,0,0,0,0,0.36999,0,0.36999,0.36999,0.45,0.45,0,1.69005,1.69005,0,1.69005,1.69005,1.69005,1.20004,1.6,1.6,1.6,1.6,0.80997,0.80997,0.80997,0.80997,0.90992,0.90992,2.85,1.160114,1.160114,0.60996,2.3499,2.3499,0,0,0,1.7199,2.49,2.49,2.49,2.54978,2.0301,2.0301,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,0,505.0666933,140,0,0,677.8,636,623.82717,0,655,0,0,0,321.99685,0,0,610.4733333,560.6402022,651.968,636,0,0,751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172893333,0.2917575,1.0049425,0.3025,7.4299125,7.4299125,7.4299125,0,0,8.42855,8.42855,8.42855,0,0,0.021611667,0.103736,3.958136667,3.958136667,0.051868,0.51,2.23,0,0,0.1014875,2.595112917,2.595112917,0.2144475,0,0,0,0,0,0,0,15.94,24.96,0,114.0987218,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.784811249,21.13202292,3.466397735,1.182110669,0.955842318,4.336196157,6.565079261,14.87065965,13.9142209,14.02791638,8.168784356,16.26055657,7.779928842,7.86750503,7.35815301,1.321298337,9.187380036
