,1,2,3,4,5
coal120,12.93193031358885,0.0,0.0,0.0,0.0
coal121,11.698257803892766,0.0,0.0,0.0,0.0
ng126,29.693800904977373,0.0,0.0,0.0,0.0
ng127,16.736809523809526,0.0,0.0,0.0,0.0
ng128,16.736809523809526,0.0,0.0,0.0,0.0
ng129,16.736809523809526,0.0,0.0,0.0,0.0
ng130,15.895055127248611,0.0,0.0,0.0,0.0
ng131,15.895055127248611,0.0,0.0,0.0,0.0
ng132,15.895055127248611,0.0,0.0,0.0,0.0
ng133,28.551510638297877,0.0,0.0,0.0,0.0
ng134,27.51722879364822,0.0,0.0,0.0,0.0
ng135,27.51722879364822,0.0,0.0,0.0,0.0
ng136,27.51722879364822,0.0,0.0,0.0,0.0
ng137,14.78696865829323,0.0,0.0,0.0,0.0
ng138,14.78696865829323,0.0,0.0,0.0,0.0
ng139,14.78696865829323,0.0,0.0,0.0,0.0
ng140,14.226493506493508,0.0,0.0,0.0,0.0
coal141,249.45771428571427,0.0,0.0,0.0,0.0
coal142,22.985373860182374,0.0,0.0,0.0,0.0
coal143,52.999067669172916,0.0,0.0,0.0,0.0
coal144,20.67965306122449,0.0,0.0,0.0,0.0
coal145,20.67965306122449,0.0,0.0,0.0,0.0
coal146,20.67965306122449,0.0,0.0,0.0,0.0
coal147,20.67965306122449,0.0,0.0,0.0,0.0
coal148,20.67965306122449,0.0,0.0,0.0,0.0
coal149,20.67965306122449,0.0,0.0,0.0,0.0
ng151,28.79878864079774,0.0,0.0,0.0,0.0
ng152,28.79878864079774,0.0,0.0,0.0,0.0
ng153,47.009632653061225,0.0,0.0,0.0,0.0
ng154,47.009632653061225,0.0,0.0,0.0,0.0
ng155,47.009632653061225,0.0,0.0,0.0,0.0
ng156,47.009632653061225,0.0,0.0,0.0,0.0
ng157,34.52653061224489,0.0,0.0,0.0,0.0
ng158,34.748441558441556,0.0,0.0,0.0,0.0
ng161,15.37866310314938,0.0,0.0,0.0,0.0
ng162,15.37866310314938,0.0,0.0,0.0,0.0
ng163,15.37866310314938,0.0,0.0,0.0,0.0
ng164,105.36852380952381,0.0,0.0,0.0,0.0
ng169,21.879,0.0,0.0,0.0,0.0
ng170,15.64085199004975,0.0,0.0,0.0,0.0
ng171,45.91771428571428,0.0,0.0,0.0,0.0
ng172,24.43395081967213,0.0,0.0,0.0,0.0
ng173,92.55501098901098,0.0,0.0,0.0,0.0
ng174,14.589701444622792,0.0,0.0,0.0,0.0
ng175,14.589701444622792,0.0,0.0,0.0,0.0
ng176,14.589701444622792,0.0,0.0,0.0,0.0
ng177,15.64085199004975,0.0,0.0,0.0,0.0
ng178,15.64085199004975,0.0,0.0,0.0,0.0
ng182,188.10485714285716,0.0,0.0,0.0,0.0
ng183,212.83006122448975,0.0,0.0,0.0,0.0
ng184,142.686,0.0,0.0,0.0,0.0
ng185,12.879206085305425,0.0,0.0,0.0,0.0
ng186,12.879206085305425,0.0,0.0,0.0,0.0
ng187,12.879206085305425,0.0,0.0,0.0,0.0
ng188,12.879206085305425,0.0,0.0,0.0,0.0
ng189,12.879206085305425,0.0,0.0,0.0,0.0
ng190,12.879206085305425,0.0,0.0,0.0,0.0
ng191,20.687178950919204,0.0,0.0,0.0,0.0
ng192,13.707788656313301,0.0,0.0,0.0,0.0
ng193,13.6947886563133,0.0,0.0,0.0,0.0
ng194,90.42296226415094,0.0,0.0,0.0,0.0
ng195,485.7099047619048,0.0,0.0,0.0,0.0
ng196,13.404060530004237,0.0,0.0,0.0,0.0
ng197,13.404060530004237,0.0,0.0,0.0,0.0
ng198,13.404060530004237,0.0,0.0,0.0,0.0
coal200,40.64986243386243,0.0,0.0,0.0,0.0
coal201,68.5800350877193,0.0,0.0,0.0,0.0
ng202,16.878261434217954,0.0,0.0,0.0,0.0
ng203,545.2327142857143,0.0,0.0,0.0,0.0
ng206,14.119498305279489,0.0,0.0,0.0,0.0
ng207,14.119498305279489,0.0,0.0,0.0,0.0
ng208,14.119498305279489,0.0,0.0,0.0,0.0
nuclear211,0.1501910640799532,0.0,0.0,0.0,0.0
nuclear212,0.9602057613168721,0.0,0.0,0.0,0.0
ng213,16.368850968464862,0.0,0.0,0.0,0.0
ng214,16.368850968464862,0.0,0.0,0.0,0.0
ng215,16.368850968464862,0.0,0.0,0.0,0.0
ng216,278.0285714285714,0.0,0.0,0.0,0.0
ng217,18.167844720496895,0.0,0.0,0.0,0.0
ng218,18.167844720496895,0.0,0.0,0.0,0.0
ng219,18.167844720496895,0.0,0.0,0.0,0.0
ng220,20.921912938331314,0.0,0.0,0.0,0.0
ng221,15.315495594849361,0.0,0.0,0.0,0.0
ng222,15.315495594849361,0.0,0.0,0.0,0.0
ng223,16.403007175472926,0.0,0.0,0.0,0.0
ng224,16.403007175472926,0.0,0.0,0.0,0.0
ng225,16.403007175472926,0.0,0.0,0.0,0.0
ng226,13.00888609504652,0.0,0.0,0.0,0.0
ng227,13.00888609504652,0.0,0.0,0.0,0.0
ng228,13.00888609504652,0.0,0.0,0.0,0.0
coal231,12.286221088435374,0.0,0.0,0.0,0.0
ng232,91.97701098901099,0.0,0.0,0.0,0.0
ng233,14.525164936717333,0.0,0.0,0.0,0.0
ng234,14.525164936717333,0.0,0.0,0.0,0.0
ng235,14.525164936717333,0.0,0.0,0.0,0.0
ng236,14.525164936717333,0.0,0.0,0.0,0.0
ng237,14.525164936717333,0.0,0.0,0.0,0.0
ng238,14.525164936717333,0.0,0.0,0.0,0.0
ng239,13.759590567327407,0.0,0.0,0.0,0.0
ng240,13.759590567327407,0.0,0.0,0.0,0.0
ng242,19.516156279961653,0.0,0.0,0.0,0.0
ng243,19.516156279961653,0.0,0.0,0.0,0.0
ng244,19.516156279961653,0.0,0.0,0.0,0.0
ng245,19.516156279961653,0.0,0.0,0.0,0.0
ng246,17.107189695550346,0.0,0.0,0.0,0.0
ng247,17.107189695550346,0.0,0.0,0.0,0.0
ng248,17.107189695550346,0.0,0.0,0.0,0.0
ng249,17.281435786435786,0.0,0.0,0.0,0.0
ng250,17.281435786435786,0.0,0.0,0.0,0.0
ng251,78.69385253456223,0.0,0.0,0.0,0.0
ng252,277.38357142857143,0.0,0.0,0.0,0.0
ng253,16.24732081067721,0.0,0.0,0.0,0.0
ng254,16.24732081067721,0.0,0.0,0.0,0.0
ng255,16.24732081067721,0.0,0.0,0.0,0.0
ng256,16.24732081067721,0.0,0.0,0.0,0.0
ng257,16.24732081067721,0.0,0.0,0.0,0.0
ng258,16.24732081067721,0.0,0.0,0.0,0.0
ng259,18.560549287230817,0.0,0.0,0.0,0.0
ng260,18.560549287230817,0.0,0.0,0.0,0.0
ng261,15.190573440643863,0.0,0.0,0.0,0.0
ng262,13.490502347417841,0.0,0.0,0.0,0.0
ng263,15.417034646690196,0.0,0.0,0.0,0.0
ng264,15.417034646690196,0.0,0.0,0.0,0.0
ng265,15.417034646690196,0.0,0.0,0.0,0.0
ng268,261.06026890756306,0.0,0.0,0.0,0.0
ng269,98.27314285714287,0.0,0.0,0.0,0.0
ng270,203.76962337662337,0.0,0.0,0.0,0.0
ng271,24.135230960676957,0.0,0.0,0.0,0.0
ng272,24.135230960676957,0.0,0.0,0.0,0.0
ng273,24.135230960676957,0.0,0.0,0.0,0.0
ng274,24.135230960676957,0.0,0.0,0.0,0.0
ng275,15.739495274102078,0.0,0.0,0.0,0.0
ng276,15.739495274102078,0.0,0.0,0.0,0.0
ng277,15.739495274102078,0.0,0.0,0.0,0.0
ng278,15.739495274102078,0.0,0.0,0.0,0.0
ng279,15.739495274102078,0.0,0.0,0.0,0.0
ng280,15.739495274102078,0.0,0.0,0.0,0.0
coal281,12.372949078183245,0.0,0.0,0.0,0.0
coal282,12.372949078183245,0.0,0.0,0.0,0.0
coal283,12.372949078183245,0.0,0.0,0.0,0.0
ng292,24.594079102715465,0.0,0.0,0.0,0.0
ng293,24.594079102715465,0.0,0.0,0.0,0.0
ng294,17.80425383707202,0.0,0.0,0.0,0.0
coal295,12.251346669246772,0.0,0.0,0.0,0.0
coal296,11.982487528344672,0.0,0.0,0.0,0.0
ng297,111.02324489795917,0.0,0.0,0.0,0.0
ng298,13.134441383728381,0.0,0.0,0.0,0.0
ng299,13.134441383728381,0.0,0.0,0.0,0.0
ng300,16.915654199877373,0.0,0.0,0.0,0.0
ng301,17.690107637514842,0.0,0.0,0.0,0.0
ng302,17.690107637514842,0.0,0.0,0.0,0.0
ng303,14.919407159788484,0.0,0.0,0.0,0.0
ng304,14.919407159788484,0.0,0.0,0.0,0.0
ng305,14.919407159788484,0.0,0.0,0.0,0.0
ng306,14.919407159788484,0.0,0.0,0.0,0.0
ng311,23.270950819672127,0.0,0.0,0.0,0.0
ng312,14.452269320843092,0.0,0.0,0.0,0.0
ng313,13.163746883988495,0.0,0.0,0.0,0.0
ng314,13.163746883988495,0.0,0.0,0.0,0.0
ng315,13.163746883988495,0.0,0.0,0.0,0.0
ng316,14.445629782591755,0.0,0.0,0.0,0.0
ng317,14.445629782591755,0.0,0.0,0.0,0.0
ng318,14.445629782591755,0.0,0.0,0.0,0.0
ng319,15.492690721649483,0.0,0.0,0.0,0.0
ng320,15.492690721649483,0.0,0.0,0.0,0.0
ng321,27.05835964424681,0.0,0.0,0.0,0.0
ng322,14.715614785992218,0.0,0.0,0.0,0.0
ng332,15.28948683845941,0.0,0.0,0.0,0.0
ng333,15.28948683845941,0.0,0.0,0.0,0.0
ng334,15.284857340816188,0.0,0.0,0.0,0.0
ng335,278.00557142857133,0.0,0.0,0.0,0.0
ng336,14.799499277748886,0.0,0.0,0.0,0.0
ng337,14.799499277748886,0.0,0.0,0.0,0.0
ng338,14.799499277748886,0.0,0.0,0.0,0.0
ng339,14.799499277748886,0.0,0.0,0.0,0.0
ng340,81.62,0.0,0.0,0.0,0.0
ng341,27.025979195561725,0.0,0.0,0.0,0.0
ng342,18.954203883495147,0.0,0.0,0.0,0.0
ng343,382.81423602484483,0.0,0.0,0.0,0.0
ng344,196.49083229813664,0.0,0.0,0.0,0.0
ng345,581.5690000000001,0.0,0.0,0.0,0.0
ng346,224.43814285714285,0.0,0.0,0.0,0.0
ng347,144.09199999999998,0.0,0.0,0.0,0.0
ng348,14.255703659976389,0.0,0.0,0.0,0.0
ng349,14.255703659976389,0.0,0.0,0.0,0.0
ng350,27.025979195561725,0.0,0.0,0.0,0.0
ng351,14.51097370727432,0.0,0.0,0.0,0.0
ng352,14.51097370727432,0.0,0.0,0.0,0.0
ng353,14.51097370727432,0.0,0.0,0.0,0.0
ng354,14.51097370727432,0.0,0.0,0.0,0.0
ng355,14.51097370727432,0.0,0.0,0.0,0.0
ng356,222.84014285714287,0.0,0.0,0.0,0.0
ng357,48.46073469387755,0.0,0.0,0.0,0.0
ng358,28.39961121157324,0.0,0.0,0.0,0.0
ng359,28.39961121157324,0.0,0.0,0.0,0.0
ng360,19.5870198915009,0.0,0.0,0.0,0.0
ng361,277.9595714285714,0.0,0.0,0.0,0.0
ng366,15.548603395997578,0.0,0.0,0.0,0.0
ng367,15.548603395997578,0.0,0.0,0.0,0.0
ng368,18.103331592689294,0.0,0.0,0.0,0.0
ng369,18.103331592689294,0.0,0.0,0.0,0.0
ng370,18.103331592689294,0.0,0.0,0.0,0.0
ng371,18.103331592689294,0.0,0.0,0.0,0.0
ng372,18.103331592689294,0.0,0.0,0.0,0.0
ng373,18.103331592689294,0.0,0.0,0.0,0.0
ng374,13.289817193552416,0.0,0.0,0.0,0.0
ng375,13.289817193552416,0.0,0.0,0.0,0.0
ng376,13.289817193552416,0.0,0.0,0.0,0.0
ng377,13.289817193552416,0.0,0.0,0.0,0.0
nuclear378,0.018454056391809404,0.0,0.0,0.0,0.0
nuclear379,0.0,0.0,0.0,0.0,0.0
ng380,14.909714285714285,0.0,0.0,0.0,0.0
ng381,25.5681512605042,0.0,0.0,0.0,0.0
ng382,25.5681512605042,0.0,0.0,0.0,0.0
ng383,13.770606413994171,0.0,0.0,0.0,0.0
ng384,13.770606413994171,0.0,0.0,0.0,0.0
ng385,13.770606413994171,0.0,0.0,0.0,0.0
ng386,13.770606413994171,0.0,0.0,0.0,0.0
ng387,13.770606413994171,0.0,0.0,0.0,0.0
ng388,13.770606413994171,0.0,0.0,0.0,0.0
ng389,240.21366023166024,0.0,0.0,0.0,0.0
ng390,207.89197674418608,0.0,0.0,0.0,0.0
ng391,61.19387992988607,0.0,0.0,0.0,0.0
ng392,13.592500760824455,0.0,0.0,0.0,0.0
ng393,13.592500760824455,0.0,0.0,0.0,0.0
ng394,13.592500760824455,0.0,0.0,0.0,0.0
ng395,13.592500760824455,0.0,0.0,0.0,0.0
ng396,12.459107808923411,0.0,0.0,0.0,0.0
ng397,23.324273607748186,0.0,0.0,0.0,0.0
ng398,23.324273607748186,0.0,0.0,0.0,0.0
ng399,23.324273607748186,0.0,0.0,0.0,0.0
ng400,23.324273607748186,0.0,0.0,0.0,0.0
ng401,92.61604201680674,0.0,0.0,0.0,0.0
ng402,16.77236398863343,0.0,0.0,0.0,0.0
ng403,16.77236398863343,0.0,0.0,0.0,0.0
ng404,16.77236398863343,0.0,0.0,0.0,0.0
ng405,16.77236398863343,0.0,0.0,0.0,0.0
ng406,16.77236398863343,0.0,0.0,0.0,0.0
ng407,16.767537467700258,0.0,0.0,0.0,0.0
ng408,18.69269381107492,0.0,0.0,0.0,0.0
ng409,18.698118202539888,0.0,0.0,0.0,0.0
ng410,12.519413093929401,0.0,0.0,0.0,0.0
ng411,132.79103105590062,0.0,0.0,0.0,0.0
ng412,26.60557142857143,0.0,0.0,0.0,0.0
ng413,179.98800000000003,0.0,0.0,0.0,0.0
ng414,33.18022448979592,0.0,0.0,0.0,0.0
ng415,122.85614285714284,0.0,0.0,0.0,0.0
ng416,13.262478691161007,0.0,0.0,0.0,0.0
ng417,13.262478691161007,0.0,0.0,0.0,0.0
ng418,13.262478691161007,0.0,0.0,0.0,0.0
ng419,13.262478691161007,0.0,0.0,0.0,0.0
ng420,222.84014285714287,0.0,0.0,0.0,0.0
ng421,16.956920634920635,0.0,0.0,0.0,0.0
ng422,16.956920634920635,0.0,0.0,0.0,0.0
ng423,14.122349339735896,0.0,0.0,0.0,0.0
ng424,14.122349339735896,0.0,0.0,0.0,0.0
ng425,14.122349339735896,0.0,0.0,0.0,0.0
ng426,12.687423506237685,0.0,0.0,0.0,0.0
ng427,18.392526398739165,0.0,0.0,0.0,0.0
ng428,18.392526398739165,0.0,0.0,0.0,0.0
ng429,18.392526398739165,0.0,0.0,0.0,0.0
ng430,14.061394011032307,0.0,0.0,0.0,0.0
ng431,42.002290717065044,0.0,0.0,0.0,0.0
ng432,65.74628571428572,0.0,0.0,0.0,0.0
ng439,19.422238770685578,0.0,0.0,0.0,0.0
ng440,19.422238770685578,0.0,0.0,0.0,0.0
ng441,19.422238770685578,0.0,0.0,0.0,0.0
ng442,19.422238770685578,0.0,0.0,0.0,0.0
ng443,15.4562109929078,0.0,0.0,0.0,0.0
ng444,15.970113380766584,0.0,0.0,0.0,0.0
ng445,15.970113380766584,0.0,0.0,0.0,0.0
ng446,15.970113380766584,0.0,0.0,0.0,0.0
ng447,15.970113380766584,0.0,0.0,0.0,0.0
ng448,18.99203659049488,0.0,0.0,0.0,0.0
coal449,81.87160790273556,0.0,0.0,0.0,0.0
coal450,14.084135926917627,0.0,0.0,0.0,0.0
ng451,12.645348871085215,0.0,0.0,0.0,0.0
ng452,12.645348871085215,0.0,0.0,0.0,0.0
ng453,12.645348871085215,0.0,0.0,0.0,0.0
ng454,12.645348871085215,0.0,0.0,0.0,0.0
ng455,17.45294813546582,0.0,0.0,0.0,0.0
ng456,17.45294813546582,0.0,0.0,0.0,0.0
ng457,17.45294813546582,0.0,0.0,0.0,0.0
ng458,17.464078464106844,0.0,0.0,0.0,0.0
ng459,61.19387992988607,0.0,0.0,0.0,0.0
ng460,13.331569144887087,0.0,0.0,0.0,0.0
ng461,13.331569144887087,0.0,0.0,0.0,0.0
ng462,13.331569144887087,0.0,0.0,0.0,0.0
ng463,17.333512866879953,0.0,0.0,0.0,0.0
ng464,16.99925862298575,0.0,0.0,0.0,0.0
ng465,16.99925862298575,0.0,0.0,0.0,0.0
ng466,16.99925862298575,0.0,0.0,0.0,0.0
ng467,16.99925862298575,0.0,0.0,0.0,0.0
ng468,16.99925862298575,0.0,0.0,0.0,0.0
ng469,16.99925862298575,0.0,0.0,0.0,0.0
ng470,14.01009894212819,0.0,0.0,0.0,0.0
ng471,14.01009894212819,0.0,0.0,0.0,0.0
ng472,14.01009894212819,0.0,0.0,0.0,0.0
ng473,14.01009894212819,0.0,0.0,0.0,0.0
ng474,14.01009894212819,0.0,0.0,0.0,0.0
ng475,16.47875071060112,0.0,0.0,0.0,0.0
ng476,20.758190476190478,0.0,0.0,0.0,0.0
ng477,20.758190476190478,0.0,0.0,0.0,0.0
ng478,20.758190476190478,0.0,0.0,0.0,0.0
ng479,20.758190476190478,0.0,0.0,0.0,0.0
ng480,15.121809523809526,0.0,0.0,0.0,0.0
ng481,12.692369175627238,0.0,0.0,0.0,0.0
ng482,23.976309033280508,0.0,0.0,0.0,0.0
ng483,14.352405529953916,0.0,0.0,0.0,0.0
ng484,18.952964285714284,0.0,0.0,0.0,0.0
ng485,18.642601554907674,0.0,0.0,0.0,0.0
ng486,18.642601554907674,0.0,0.0,0.0,0.0
ng487,134.61784873949583,0.0,0.0,0.0,0.0
ng488,14.270029367844698,0.0,0.0,0.0,0.0
ng489,14.270029367844698,0.0,0.0,0.0,0.0
ng490,16.64947619047619,0.0,0.0,0.0,0.0
ng491,16.64947619047619,0.0,0.0,0.0,0.0
ng492,16.64947619047619,0.0,0.0,0.0,0.0
ng493,16.64947619047619,0.0,0.0,0.0,0.0
ng494,13.860739179188162,0.0,0.0,0.0,0.0
ng495,14.270029367844698,0.0,0.0,0.0,0.0
ng496,14.270029367844698,0.0,0.0,0.0,0.0
ng497,14.270029367844698,0.0,0.0,0.0,0.0
ng498,17.504498578737916,0.0,0.0,0.0,0.0
ng499,15.700835164835164,0.0,0.0,0.0,0.0
ng500,15.700835164835164,0.0,0.0,0.0,0.0
ng501,17.504498578737916,0.0,0.0,0.0,0.0
ng502,17.504498578737916,0.0,0.0,0.0,0.0
ng503,17.504498578737916,0.0,0.0,0.0,0.0
ng504,17.504498578737916,0.0,0.0,0.0,0.0
ng505,17.504498578737916,0.0,0.0,0.0,0.0
ng506,20.294999999999998,0.0,0.0,0.0,0.0
ng507,19.474439153439153,0.0,0.0,0.0,0.0
ng508,81.84850183150182,0.0,0.0,0.0,0.0
ng510,16.641823654606263,0.0,0.0,0.0,0.0
ng511,16.641823654606263,0.0,0.0,0.0,0.0
ng512,16.641823654606263,0.0,0.0,0.0,0.0
ng513,16.641823654606263,0.0,0.0,0.0,0.0
ng514,17.62569951187226,0.0,0.0,0.0,0.0
ng515,17.62569951187226,0.0,0.0,0.0,0.0
ng516,17.62569951187226,0.0,0.0,0.0,0.0
ng517,17.62569951187226,0.0,0.0,0.0,0.0
ng518,17.62569951187226,0.0,0.0,0.0,0.0
ng519,17.62569951187226,0.0,0.0,0.0,0.0
coal520,13.313496027733642,0.0,0.0,0.0,0.0
coal521,13.313496027733642,0.0,0.0,0.0,0.0
coal522,12.418277697975073,0.0,0.0,0.0,0.0
coal523,12.418277697975073,0.0,0.0,0.0,0.0
ng524,13.422397737639116,0.0,0.0,0.0,0.0
ng525,13.422397737639116,0.0,0.0,0.0,0.0
ng526,13.422397737639116,0.0,0.0,0.0,0.0
ng527,13.422397737639116,0.0,0.0,0.0,0.0
coal528,12.466891086745493,0.0,0.0,0.0,0.0
coal529,12.466891086745493,0.0,0.0,0.0,0.0
coal531,47.01942857142857,0.0,0.0,0.0,0.0
coal532,18.196909785125314,0.0,0.0,0.0,0.0
coal533,18.196909785125314,0.0,0.0,0.0,0.0
coal534,11.23347619047619,0.0,0.0,0.0,0.0
coal535,11.23347619047619,0.0,0.0,0.0,0.0
coal536,11.23347619047619,0.0,0.0,0.0,0.0
coal537,97.59157142857143,0.0,0.0,0.0,0.0
coal538,18.961515014029015,0.0,0.0,0.0,0.0
ng539,50.819467532467534,0.0,0.0,0.0,0.0
coal540,16.666090819833087,0.0,0.0,0.0,0.0
coal541,16.666090819833087,0.0,0.0,0.0,0.0
ng542,20.464693877551024,0.0,0.0,0.0,0.0
ng543,20.992970904858883,0.0,0.0,0.0,0.0
