Slot,hydro102,hydro103,hydro122,hydro123,hydro124,hydro199,hydro229,hydro230,hydro266,hydro267,hydro284,hydro285,hydro307,hydro308,hydro309,hydro310,hydro323,hydro324,hydro325,hydro326,hydro327,hydro328,hydro329,hydro330,hydro331,solar109,solar21,solar22,solar286,solar287,solar288,solar289,solar290,solar291,solar3,solar362,solar363,solar364,solar365,solar433,solar434,solar435,solar436,solar437,solar438,solar509,solar530,wind0,wind1,wind10,wind100,wind101,wind104,wind105,wind106,wind107,wind108,wind11,wind110,wind111,wind112,wind113,wind117,wind118,wind119,wind125,wind150,wind159,wind160,wind165,wind166,wind167,wind168,wind179,wind18,wind180,wind181,wind2,wind204,wind205,wind209,wind210,wind23,wind24,wind241,wind35,wind36,wind37,wind38,wind39,wind4,wind43,wind44,wind47,wind5,wind50,wind51,wind52,wind53,wind54,wind58,wind59,wind6,wind60,wind61,wind62,wind7,wind72,wind73,wind74,wind75,wind76,wind77,wind78,wind79,wind8,wind83,wind84,wind85,wind86,wind87,wind88,wind89,wind9,wind90,wind91,wind92,wind93,wind94,wind95,wind96,wind97,wind98,wind99
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.09219733,0.46049829,12.03167487,59.27712195,180.9912339,45.15569337,9.32596115,6.453470505,10.01220563,11.97608896,3.287762708,48.67806947,19.38928753,74.98215221,33.56941698,16.88801937,13.57676262,22.92072886,13.85406014,15.57403197,15.81927968,34.26340316,20.82228255,45.2817949,8.721269088,26.80491158,16.04470417,0.060507273,30.15762187,63.67238176,9.282412692,29.0396464,108.2413738,90.62501117,69.76696723,7.754811459,25.52255433,24.77747351,50.27378321,5.999508995,8.623902155,4.542548727,0.888410712,6.110033255,96.46205123,116.7502532,70.53844289,29.16608748,60.54745983,62.18155868,51.07518034,11.81778167,13.00537818,20.14421656,7.948430795,5.921527026,25.63628821,5.77500238,50.92578538,34.7725319,88.44478283,116.2414788,4.517814139,105.3192295,46.84881083,30.55494637,30.01105743,19.83038109,2.683489468,73.55102431,107.1938048,82.21605057,106.357262,23.67149483,31.09814023,20.53182025,43.88558284,20.54299436,19.74512814,51.64342722,79.02439669,25.18984909,50.11609805,63.74114817,42.50326476,35.50155782,48.03706788
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4555051,1.109762462,16.20124114,50.35180594,145.481652,39.52308576,7.031458315,4.882564791,11.1224319,16.23238247,3.945071383,56.52498254,16.96369725,57.53217411,53.53474235,15.91810171,14.62829724,30.00834055,13.4858728,12.26078929,19.84271947,38.75192445,29.18491163,36.17826385,8.449892171,31.3215905,18.05817496,0.159459263,21.8298886,68.24555071,8.729409408,31.88280419,88.75785051,91.90239299,81.82714562,11.33528711,24.54187817,30.58098702,40.53075426,8.271444557,10.63400811,4.421647273,1.068170398,12.25985937,68.46714029,125.7736878,57.66276856,27.012964,65.0508606,65.79090424,50.19748123,13.29964443,12.57392752,25.50769038,7.957818983,5.892113312,37.38299118,5.013279206,45.76940549,43.17693792,104.606879,142.4725375,5.928510477,83.38167546,40.02061773,33.05683471,27.28318649,45.57612123,4.406848137,77.2119079,91.01892417,75.57599394,91.52153725,18.60809211,22.31719717,15.54457816,38.48852118,15.06157261,24.05356329,50.83865135,68.46412711,25.55067915,61.95846455,57.22877037,41.41322367,42.94624939,35.93483313
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.81881286,1.759026633,20.37080742,41.42648992,109.9720701,33.89047814,4.73695548,3.311659077,12.23265817,20.48867598,4.602380057,64.37189562,14.53810698,40.08219601,73.50006771,14.94818406,15.67983187,37.09595223,13.11768546,8.947546613,23.86615926,43.24044574,37.54754072,27.07473279,8.178515255,35.83826941,20.07164575,0.258411252,13.50215533,72.81871967,8.176406125,34.72596198,69.27432722,93.17977482,93.88732401,14.91576275,23.561202,36.38450054,30.7877253,10.54338012,12.64411406,4.30074582,1.247930085,18.40968549,40.47222935,134.7971224,44.78709422,24.85984052,69.55426136,69.4002498,49.31978211,14.78150718,12.14247685,30.87116421,7.967207172,5.862699597,49.12969415,4.251556032,40.61302559,51.58134394,120.7689751,168.7035961,7.339206815,61.44412143,33.19242462,35.55872306,24.55531555,71.32186136,6.130206806,80.87279149,74.84404353,68.93593731,76.68581251,13.54468938,13.53625412,10.55733606,33.09145953,9.580150853,28.36199843,50.03387549,57.90385754,25.91150922,73.80083104,50.71639258,40.32318259,50.39094096,23.83259838
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.18212063,2.408290805,24.54037369,32.50117391,74.46248814,28.25787053,2.442452645,1.740753363,13.34288444,24.74496949,5.259688732,72.21880869,12.1125167,22.63221791,93.46539308,13.9782664,16.73136649,44.18356392,12.74949812,5.634303934,27.88959905,47.72896703,45.9101698,17.97120174,7.907138338,40.35494833,22.08511654,0.357363242,5.17442206,77.39188862,7.623402841,37.56911977,49.79080393,94.45715664,105.9475024,18.4962384,22.58052584,42.18801405,21.04469635,12.81531568,14.65422001,4.179844366,1.427689771,24.5595116,12.47731841,143.820557,31.91141989,22.70671704,74.05766213,73.00959536,48.442083,16.26336994,11.71102619,36.23463803,7.97659536,5.833285883,60.87639712,3.489832858,35.4566457,59.98574996,136.9310712,194.9346548,8.749903153,39.50656739,26.36423152,38.0606114,21.82744461,97.0676015,7.853565475,84.53367508,58.6691629,62.29588068,61.85008776,8.48128666,4.75531106,5.570093972,27.69439787,4.098729099,32.67043358,49.22909962,47.34358796,26.27233928,85.64319754,44.20401478,39.2331415,57.83563253,11.73036363
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.515491,2.414256578,23.79478897,34.30967791,70.75958811,31.93280784,2.173622045,2.050977377,12.07534043,26.49803228,7.708365135,76.93611526,16.6434994,24.49784605,66.31177146,13.63179161,16.34599951,37.09431063,15.54260114,11.88965924,33.91575432,41.93901217,44.50416242,17.7345894,18.80466671,37.29186144,21.02131677,0.322672907,5.451794785,61.73628555,8.257463861,31.40934302,54.74007896,77.31545938,91.40487453,15.84366218,20.71326648,33.07847494,22.12367155,12.64009829,12.81285593,4.553750069,1.398424763,21.54658373,50.32517311,129.3996524,35.20123676,29.06468531,66.4190353,76.31283581,47.73123311,14.49631914,14.08723739,31.0511198,7.325726259,7.290642282,51.25632833,3.580355008,47.93674802,55.17348158,136.0344466,191.6185645,8.431567742,38.7661616,29.06820439,39.3734755,21.74417419,88.46265602,7.907635734,134.1189726,54.94286035,73.25017093,72.40837522,7.380723151,4.972752405,5.420508628,30.72485134,4.469026029,40.96538179,43.85915472,42.03747725,29.44585027,76.26127437,48.93924678,42.74800058,55.58443236,26.52883717
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.84886137,2.420222351,23.04920426,36.11818191,67.05668808,35.60774515,1.904791446,2.361201392,10.80779641,28.25109508,10.15704154,81.65342183,21.17448209,26.36347418,39.15814984,13.28531683,15.96063253,30.00505733,18.33570417,18.14501455,39.9419096,36.14905731,43.09815504,17.49797705,29.70219507,34.22877455,19.95751701,0.287982571,5.729167509,46.08068248,8.891524881,25.24956628,59.68935399,60.17376213,76.86224665,13.19108595,18.84600713,23.96893583,23.20264675,12.46488091,10.97149186,4.927655772,1.369159756,18.53365586,88.1730278,114.9787477,38.49105362,35.42265357,58.78040848,79.61607626,47.02038321,12.72926833,16.46344859,25.86760156,6.674857159,8.747998681,41.63625954,3.670877157,60.41685035,50.36121319,135.137822,188.3024742,8.113232331,38.0257558,31.77217727,40.68633959,21.66090377,79.85771054,7.961705994,183.70427,51.21655781,84.20446117,82.96666267,6.280159642,5.19019375,5.270923284,33.75530481,4.839322959,49.26033,38.48920982,36.73136653,32.61936126,66.87935119,53.67447879,46.26285965,53.33323219,41.32731072
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.18223174,2.426188124,22.30361954,37.92668591,63.35378805,39.28268246,1.635960846,2.671425406,9.5402524,30.00415787,12.60571794,86.3707284,25.70546479,28.22910232,12.00452822,12.93884204,15.57526555,22.91580404,21.12880719,24.40036986,45.96806487,30.35910245,41.69214766,17.26136471,40.59972344,31.16568766,18.89371724,0.253292236,6.006540234,30.42507941,9.525585901,19.08978953,64.63862902,43.03206487,62.31961878,10.53850973,16.97874777,14.85939672,24.28162195,12.28966352,9.130127779,5.301561475,1.339894748,15.52072799,126.0208825,100.5578431,41.78087049,41.78062184,51.14178165,82.91931671,46.30953332,10.96221753,18.83965979,20.68408333,6.023988058,10.20535508,32.01619075,3.761399307,72.89695267,45.54894481,134.2411974,184.9863839,7.79489692,37.28535001,34.47615014,41.99920369,21.57763335,71.25276506,8.015776253,233.2895675,47.49025526,95.15875142,93.52495013,5.179596133,5.407635095,5.12133794,36.78575828,5.209619889,57.55527821,33.11926492,31.42525582,35.79287225,57.49742802,58.40971079,49.77771873,51.08203202,56.12578426
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.11070825,2.661290531,24.73660715,35.68810958,71.59111655,33.42977495,1.949168178,2.442945509,12.60362276,33.70523907,11.46253052,86.9571927,25.11398959,27.25284891,25.43280441,15.77531077,15.73441446,31.77210446,22.55297577,27.86211914,37.00436996,35.36364161,38.47360667,11.50757647,38.5919465,31.95337601,15.84602696,0.252257149,5.822766617,22.27880615,10.64612399,24.9945132,56.80533184,72.86800945,65.03216114,10.9361729,16.72087096,19.72634533,26.8394128,10.62930568,8.668845988,4.974079278,1.336544285,15.59213174,113.2429964,104.3439911,37.7073597,42.30669616,42.61628959,76.29342384,42.64975097,12.11271726,16.43639388,24.95536097,5.397627559,10.78669068,48.88055213,3.317786182,68.50078913,35.48070627,121.9135237,180.0847271,8.235028193,42.51989786,33.06752917,39.75050429,27.00573832,83.12710674,7.733822241,178.5533437,63.86101661,87.5928376,81.76754607,4.813272428,5.135181633,5.725456687,32.55443609,5.216813014,45.8302881,60.13314885,57.04665251,31.08783304,58.6069708,52.10496153,46.3824774,46.97584598,54.30015808
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.03918477,2.896392937,27.16959477,33.44953326,79.82844504,27.57686744,2.262375509,2.214465612,15.66699311,37.40632028,10.3193431,87.54365699,24.52251438,26.2765955,38.86108061,18.61177951,15.89356337,40.62840488,23.97714436,31.32386843,28.04067504,40.36818078,35.25506567,5.753788237,36.58416956,32.74106436,12.79833668,0.251222063,5.638993001,14.13253289,11.76666208,30.89923686,48.97203466,102.703954,67.74470349,11.33383607,16.46299416,24.59329395,29.39720365,8.968947841,8.207564198,4.646597081,1.333193821,15.6635355,100.4651102,108.1301391,33.63384891,42.83277048,34.09079753,69.66753097,38.98996862,13.263217,14.03312796,29.22663861,4.771267061,11.36802628,65.74491351,2.874173058,64.1046256,25.41246773,109.58585,175.1830704,8.675159465,47.7544457,31.65890819,37.50180488,32.43384329,95.00144842,7.451868228,123.8171198,80.23177796,80.02692379,70.01014201,4.446948724,4.862728171,6.329575433,28.32311389,5.224006138,34.105298,87.14703277,82.66804921,26.38279382,59.71651358,45.80021226,42.98723607,42.86965993,52.47453189
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.96766128,3.131495344,29.60258238,31.21095693,88.06577354,21.72395993,2.575582841,1.985985715,18.73036347,41.10740148,9.176155685,88.13012129,23.93103918,25.30034209,52.2893568,21.44824824,16.05271228,49.4847053,25.40131294,34.78561771,19.07698013,45.37271994,32.03652468,0,34.57639262,33.52875271,9.750646404,0.250186976,5.455219384,5.986259627,12.88720017,36.80396053,41.13873748,132.5398986,70.45724585,11.73149924,16.20511735,29.46024256,31.9549945,7.308590002,7.746282407,4.319114884,1.329843358,15.73493925,87.6872241,111.9162871,29.56033812,43.3588448,25.56530547,63.0416381,35.33018627,14.41371673,11.62986205,33.49791625,4.144906562,11.94936188,82.60927489,2.430559933,59.70846206,15.34422919,97.25817634,170.2814136,9.115290738,52.98899355,30.25028722,35.25310548,37.86194826,106.8757901,7.169914216,69.08089596,96.60253931,72.46100997,58.25273795,4.080625019,4.590274709,6.93369418,24.0917917,5.231199263,22.38030789,114.1609167,108.2894459,21.67775461,60.82605636,39.495463,39.59199474,38.76347389,50.64890571
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21235721,2.740423432,32.47957905,31.15033654,87.29812436,30.51680495,2.55250158,1.933770852,18.96661484,36.82557478,6.720655426,83.08346498,24.72801041,28.51116911,52.79354264,19.521003,17.81126755,42.72277317,27.05830704,29.13468923,28.78117812,46.75661327,36.94089845,6.646113763,33.62726079,38.01586638,16.87801516,0.250241698,5.387513352,30.3617329,10.90132937,31.76590607,48.04601846,104.0628721,80.50211917,12.43591486,18.91100618,26.25368773,37.00517017,8.103685666,8.051162556,4.713847768,1.250151079,16.42624927,101.2280179,133.8665651,39.70163409,46.98189177,47.38728344,67.67416683,42.39462768,13.75081761,12.12466904,31.5336479,5.137311345,12.42819817,76.63877161,2.407454459,49.21247932,25.58531324,122.3282428,197.9423797,8.491568895,50.4373016,28.33221709,31.23970256,34.27487989,90.80825561,8.117309391,76.8649389,90.99398554,80.46339891,60.74724981,3.84756136,4.142630651,6.153634949,26.598959,5.022745284,31.39773421,110.6497591,92.64920742,25.61759768,64.00750663,44.04114761,39.50051591,44.8085236,42.85130492
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.45705313,2.349351519,35.35657573,31.08971616,86.53047519,39.30964997,2.52942032,1.881555988,19.2028662,32.54374807,4.265155166,78.03680868,25.52498165,31.72199613,53.29772849,17.59375775,19.56982282,35.96084104,28.71530113,23.48376074,38.48537611,48.14050661,41.84527221,13.29222753,32.67812897,42.50298006,24.00538391,0.250296419,5.31980732,54.73720618,8.915458575,26.72785162,54.95329945,75.58584552,90.54699248,13.14033049,21.616895,23.0471329,42.05534583,8.89878133,8.356042705,5.108580653,1.170458801,17.1175593,114.7688118,155.816843,49.84293005,50.60493873,69.20926141,72.30669557,49.45906908,13.08791848,12.61947604,29.56937955,6.129716128,12.90703447,70.66826832,2.384348984,38.71649657,35.82639728,147.3983092,225.6033457,7.867847051,47.88560966,26.41414696,27.22629963,30.68781152,74.74072111,9.064704565,84.64898185,85.38543178,88.46578784,63.24176166,3.614497702,3.694986593,5.373575717,29.1061263,4.814291305,40.41516053,107.1386014,77.00896895,29.55744075,67.18895689,48.58683223,39.40903708,50.8535733,35.05370413
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.70174906,1.958279607,38.2335724,31.02909577,85.76282601,48.10249499,2.506339059,1.829341125,19.43911757,28.26192137,1.809654907,72.99015237,26.32195288,34.93282315,53.80191433,15.66651251,21.32837809,29.19890891,30.37229523,17.83283226,48.1895741,49.52439994,46.74964598,19.93834129,31.72899714,46.99009373,31.13275266,0.250351141,5.252101288,79.11267945,6.929587778,21.68979716,61.86058043,47.10881898,100.5918658,13.84474611,24.32278383,19.84057807,47.1055215,9.693876994,8.660922854,5.503313537,1.090766522,17.80886932,128.3096056,177.767121,59.98422602,54.2279857,91.03123938,76.9392243,56.52351049,12.42501936,13.11428303,27.6051112,7.122120911,13.38587076,64.69776504,2.36124351,28.22051383,46.06748133,172.4683757,253.2643118,7.244125208,45.33391771,24.49607683,23.21289671,27.10074315,58.67318662,10.01209974,92.43302479,79.77687801,96.46817678,65.73627352,3.381434043,3.247342535,4.593516486,31.6132936,4.605837326,49.43258685,103.6274438,61.36873047,33.49728382,70.37040716,53.13251684,39.31755825,56.89862301,27.25610334
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.36642145,1.983222044,33.20136766,29.30870374,75.81391823,43.12795049,2.771128542,2.176319385,17.53729835,27.72953594,3.688803016,88.32174998,25.38690595,42.90570643,60.74794061,13.99530807,19.05234431,32.81222371,29.23692035,17.73487784,46.68559761,46.26400292,39.91278406,17.48463552,29.47918116,36.65516619,25.45824608,0.276009334,5.302783369,74.52241879,8.563843215,25.81193534,57.36636669,63.02995333,99.76587272,13.92705213,27.33013745,22.72113091,39.90561825,8.913124878,14.23158282,5.046265078,1.088168349,15.75921049,123.8564051,178.0391328,44.01970152,50.19602436,77.45227787,88.08454903,50.28566294,12.99237455,12.11435336,24.41964044,6.292175845,13.87527836,58.42055552,2.318205263,36.38314827,46.5762638,151.4883177,242.664506,6.691321331,36.59117002,24.29309416,27.92781697,26.88075297,64.82543413,9.248497586,98.14360743,82.95467599,80.71965354,53.17505569,3.428119183,4.222739125,5.012798984,30.9775643,4.889318665,39.22283992,106.4040112,58.30524116,32.71641339,60.44822093,57.6641697,37.136396,58.65258744,32.4605332
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.03109385,2.008164481,28.16916292,27.5883117,65.86501044,38.15340599,3.035918024,2.523297644,15.63547912,27.1971505,5.567951125,103.6533476,24.45185901,50.8785897,67.6939669,12.32410362,16.77631054,36.42553851,28.10154548,17.63692341,45.18162112,43.00360591,33.07592214,15.03092974,27.22936517,26.32023866,19.78373951,0.301667528,5.353465449,69.93215813,10.19809865,29.93407353,52.87215294,78.95108769,98.93987964,14.00935814,30.33749106,25.60168375,32.705715,8.132372763,19.80224278,4.58921662,1.085570175,13.70955165,119.4032045,178.3111445,28.05517703,46.16406303,63.87331637,99.22987377,44.04781538,13.55972973,11.11442369,21.23416968,5.462230778,14.36468597,52.14334601,2.275167016,44.54578272,47.08504626,130.5082597,232.0647001,6.138517453,27.84842232,24.09011148,32.64273722,26.6607628,70.97768163,8.484895433,103.8541901,86.13247396,64.97113031,40.61383785,3.474804323,5.198135714,5.432081482,30.341835,5.172800003,29.01309298,109.1805785,55.24175186,31.93554295,50.5260347,62.19582257,34.95523375,60.40655186,37.66496305
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.69576624,2.033106918,23.13695818,25.86791967,55.91610266,33.17886149,3.300707507,2.870275904,13.7336599,26.66476507,7.447099234,118.9849452,23.51681208,58.85147298,74.63999318,10.65289918,14.50027676,40.03885331,26.9661706,17.53896899,43.67764463,39.74320889,26.23906022,12.57722397,24.97954919,15.98531112,14.10923293,0.327325721,5.40414753,65.34189747,11.83235409,34.05621171,48.3779392,94.87222204,98.11388656,14.09166416,33.34484468,28.48223659,25.50581175,7.351620647,25.37290275,4.132168161,1.082972002,11.65989282,114.950004,178.5831563,12.09065253,42.13210169,50.29435486,110.3751985,37.80996783,14.12708492,10.11449402,18.04869892,4.632285712,14.85409357,45.86613649,2.232128769,52.70841716,47.59382873,109.5282017,221.4648943,5.585713576,19.10567463,23.88712881,37.35765748,26.44077262,77.12992914,7.721293279,109.5647727,89.31027194,49.22260707,28.05262002,3.521489463,6.173532304,5.85136398,29.7061057,5.456281342,18.80334605,111.9571459,52.17826255,31.15467252,40.60384847,66.72747543,32.7740715,62.16051629,42.86939291
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.97807708,2.258046755,21.6848598,25.70940424,57.74437963,33.8613153,2.777637587,2.389375519,13.86865772,32.92299372,8.216655511,122.2648846,21.07018488,70.51338312,73.43190438,13.19077068,16.35661575,38.73565506,22.82887324,18.36800841,39.81488732,47.29365569,31.14515425,12.27531283,25.53348483,16.41413655,16.95995882,0.358529828,5.156049326,60.9025114,11.51992995,29.45309695,61.23835328,97.49662336,89.87469688,12.88666536,24.83059221,29.63979709,30.09476262,8.813439798,20.58627722,4.637508598,1.061095974,11.48639877,120.3886911,166.2785068,15.72681169,45.44355592,55.22599986,99.56007227,51.85444116,11.81881463,13.22934219,20.9810659,4.869471429,13.26418784,46.80266664,2.330284942,51.05586553,56.17701262,119.4766905,242.9162481,5.225502505,21.51715735,29.9077771,32.29282684,25.22247783,97.24603093,7.200020968,99.53443366,85.91641557,46.2843772,31.75285447,4.193194318,6.313117541,4.177626092,31.108282,5.536938237,26.0984089,138.7227322,65.25648551,31.24558501,50.00470638,56.19437841,30.77651264,64.5705978,45.42841335
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.26038792,2.482986592,20.23276142,25.55088881,59.5726566,34.54376911,2.254567666,1.908475135,14.00365553,39.18122236,8.986211788,125.5448241,18.62355768,82.17529326,72.22381557,15.72864219,18.21295473,37.43245682,18.69157588,19.19704783,35.95213001,54.84410248,36.05124828,11.97340168,26.08742048,16.84296197,19.8106847,0.389733934,4.907951121,56.46312534,11.20750581,24.84998218,74.09876737,100.1210247,81.6355072,11.68166656,16.31633975,30.79735759,34.68371349,10.27525895,15.7996517,5.142849034,1.039219945,11.31290471,125.8273781,153.9738574,19.36297085,48.75501015,60.15764487,88.74494603,65.89891448,9.510544347,16.34419036,23.91343289,5.106657147,11.67428211,47.73919679,2.428441115,49.4033139,64.7601965,129.4251792,264.3676019,4.865291433,23.92864006,35.9284254,27.2279962,24.00418304,117.3621327,6.678748658,89.50409462,82.5225592,43.34614732,35.45308893,4.864899173,6.452702779,2.503888205,32.5104583,5.617595131,33.39347174,165.4883185,78.33470846,31.3364975,59.40556428,45.6612814,28.77895377,66.9806793,47.9874338
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.54269876,2.707926429,18.78066304,25.39237338,61.40093357,35.22622292,1.731497746,1.42757475,14.13865335,45.43945101,9.755768065,128.8247635,16.17693048,93.8372034,71.01572677,18.26651369,20.06929372,36.12925857,14.55427852,20.02608725,32.0893727,62.39454928,40.95734231,11.67149054,26.64135612,17.2717874,22.66141059,0.420938041,4.659852917,52.02373927,10.89508167,20.24686742,86.95918145,102.745426,73.39631752,10.47666776,7.802087282,31.95491809,39.27266436,11.7370781,11.01302617,5.648189471,1.017343917,11.13941066,131.2660652,141.6692079,22.99913001,52.06646438,65.08928987,77.9298198,79.94338781,7.202274061,19.45903853,26.84579987,5.343842864,10.08437638,48.67572694,2.526597288,47.75076227,73.34338039,139.373668,285.8189557,4.505080362,26.34012278,41.94907369,22.16316556,22.78588825,137.4782345,6.157476347,79.47375558,79.12870283,40.40791745,39.15332338,5.536604028,6.592288016,0.830150317,33.9126346,5.698252026,40.68853459,192.2539048,91.41293142,31.42740999,68.80642219,35.12818438,26.78139491,69.39076081,50.54645424
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.72804814,3.753981592,17.1463615,23.5819509,77.32352131,40.35794662,1.401175721,1.594302859,13.44539938,34.02649103,8.340511648,106.6850758,17.53818914,86.80438704,64.71044472,17.13813553,17.16877218,41.94902077,19.94588862,26.5359191,29.85214077,66.94398787,44.48528913,30.32700226,30.14503694,23.58493872,37.71740107,2.261482204,5.582318469,54.77639639,13.35226724,22.33944007,86.80012187,113.2415458,74.5688213,14.06968945,16.80231788,27.04982558,32.78206952,11.69473858,14.88203374,11.07919274,1.63908214,15.40932057,105.7533304,161.5921637,29.98348513,42.63542628,65.65139029,70.84696829,63.58083308,7.054439256,14.43301839,27.1620972,5.172075663,11.82723194,57.85326414,2.156804459,38.43498011,64.67593997,114.3460576,199.6149146,4.336875873,28.40321405,45.65314371,35.07331724,22.66868926,113.4328212,10.63581144,67.26693105,78.10828142,42.78084773,47.01714002,5.277771322,5.653092789,2.269576818,28.63013237,4.707292243,34.66287284,157.6721294,75.53011473,26.44171371,66.45667147,29.20838133,23.62881044,57.84438116,49.9256126
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91339753,4.800036756,15.51205997,21.77152841,93.24610906,45.48967032,1.070853695,1.761030967,12.75214541,22.61353105,6.925255231,84.54538816,18.89944779,79.77157067,58.40516268,16.00975738,14.26825064,47.76878298,25.33749871,33.04575096,27.61490884,71.49342646,48.01323594,48.98251399,33.64871776,29.89809003,52.77339155,4.102026368,6.50478402,57.52905352,15.80945281,24.43201272,86.64106228,123.7376656,75.74132509,17.66271115,25.80254847,22.14473306,26.29147469,11.65239907,18.75104131,16.51019602,2.260820364,19.67923048,80.24059564,181.5151195,36.96784025,33.20438819,66.21349072,63.76411678,47.21827836,6.906604452,9.406998244,27.47839452,5.000308461,13.57008751,67.03080133,1.787011629,29.11919796,56.00849954,89.31844715,113.4108735,4.168671385,30.46630532,49.35721373,47.98346891,22.55149028,89.38740788,15.11414653,55.06010652,77.08786002,45.15377802,54.88095667,5.018938616,4.713897561,3.70900332,23.34763015,3.716332461,28.6372111,123.0903539,59.64729804,21.45601744,64.10692074,23.28857829,20.47622596,46.29800151,49.30477097
