Slot,hydro102,hydro103,hydro122,hydro123,hydro124,hydro199,hydro229,hydro230,hydro266,hydro267,hydro284,hydro285,hydro307,hydro308,hydro309,hydro310,hydro323,hydro324,hydro325,hydro326,hydro327,hydro328,hydro329,hydro330,hydro331,solar109,solar21,solar22,solar286,solar287,solar288,solar289,solar290,solar291,solar3,solar362,solar363,solar364,solar365,solar433,solar434,solar435,solar436,solar437,solar438,solar509,solar530,wind0,wind1,wind10,wind100,wind101,wind104,wind105,wind106,wind107,wind108,wind11,wind110,wind111,wind112,wind113,wind117,wind118,wind119,wind125,wind150,wind159,wind160,wind165,wind166,wind167,wind168,wind179,wind18,wind180,wind181,wind2,wind204,wind205,wind209,wind210,wind23,wind24,wind241,wind35,wind36,wind37,wind38,wind39,wind4,wind43,wind44,wind47,wind5,wind50,wind51,wind52,wind53,wind54,wind58,wind59,wind6,wind60,wind61,wind62,wind7,wind72,wind73,wind74,wind75,wind76,wind77,wind78,wind79,wind8,wind83,wind84,wind85,wind86,wind87,wind88,wind89,wind9,wind90,wind91,wind92,wind93,wind94,wind95,wind96,wind97,wind98,wind99
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.9612732,6.689955732,78.14382681,24.33403549,46.29416066,68.06125486,28.69356828,25.68334874,31.23568918,59.70170612,17.94549658,99.93837672,58.73352317,65.1895802,42.7752671,26.06046509,38.33920661,19.10447635,28.48903174,5.634776882,4.730935994,17.3270838,15.89701566,22.94395282,5.460642523,26.7131502,21.33068767,9.930846436,26.38830579,77.04669307,38.05492232,54.03109972,62.81870229,67.24589485,89.2601396,34.1214619,87.25175911,14.31367065,19.08664294,26.08092926,3.742822766,0,0,90.86945437,71.22101824,222.1910659,60.37182286,48.60834253,16.21093291,64.51654786,67.10865315,11.67933807,18.86046586,13.62761604,8.679376081,46.83550607,79.52861627,6.769166518,98.60904756,16.73372086,158.7158319,187.127129,14.80193289,51.55363831,68.21834712,36.79054005,33.0791215,77.76993088,30.04035822,75.49490765,32.07659396,70.79928217,66.44342909,53.1775786,77.23706992,88.23921241,14.89690125,31.77233721,30.8135472,34.43226688,64.88221968,34.68526489,122.9001577,71.23737891,31.69690408,37.6687674,40.60955013
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.84837492,8.603445596,53.27121931,40.80535162,61.07404973,35.50474864,26.11665272,30.93240189,31.69018806,43.39102837,19.32043855,93.16508904,49.17262184,31.0487018,28.78207332,43.94589192,31.99431554,12.02774742,30.96637369,8.818493157,21.5806631,8.85005324,26.41099927,22.5841915,8.774297733,13.51070822,13.30997938,17.51796336,14.50904417,77.24381411,21.091952,39.33188429,102.9920268,94.67072072,62.17225721,65.03667713,71.33138378,16.52377951,22.75877862,58.99303339,3.790429888,0,0,51.88903155,167.541826,230.330552,65.98763023,69.84733111,64.69362443,54.21496689,88.9982172,19.75644888,19.08914777,12.11668517,7.095876639,50.35110885,87.77641394,1.52675916,64.98283244,9.093857627,169.4219752,153.712536,18.81798321,55.0348693,25.29031531,28.59638608,48.76831172,155.5002531,35.72247181,77.39068329,50.47675226,67.57062186,28.1447013,67.8954382,65.90259326,60.13658351,16.33061031,99.32578965,34.05506656,105.7264105,56.20226712,31.89717054,64.15194048,37.40528384,53.23566005,59.57562837,31.58678616
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.64873611,3.66128048,16.28407256,51.83474266,156.1844863,59.92297697,9.577782665,12.99613128,33.21195654,48.72401086,6.529561064,97.97654563,59.23013734,60.8871258,76.25672645,66.4463853,37.71862685,12.01602393,19.18282552,7.252465871,16.12243004,18.61331401,10.65541998,16.73394671,9.62438007,26.44056219,25.88143753,0.134767497,26.35236156,93.48744201,24.28910197,17.45417909,49.60726357,45.48694745,96.1740996,17.44089757,46.81378331,14.43595658,36.45921453,11.46273614,3.234150316,0.646856627,0.153553274,31.72769434,163.8132164,328.858631,59.55547129,59.29286327,72.93880538,76.72215123,96.13116834,14.85158559,16.44323461,48.38809829,6.456581306,9.37153757,73.46678916,4.430379641,76.36875483,5.577493437,149.5534879,102.4977268,16.36947889,32.10849206,53.08038536,14.2899153,34.65223981,110.8314153,9.992473892,108.1435139,84.73181248,119.9117167,68.43240488,13.56907069,23.51268661,13.75083139,13.69470286,20.79402606,37.48111228,50.16792875,66.32823901,17.6150192,74.01342671,63.44781693,2.265411431,49.10767529,45.86361857
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.9276674,4.555516775,13.77480561,45.509917,80.06290007,50.19854706,5.479303939,12.12491286,30.88552109,44.30802644,4.261659189,40.05021139,41.83282683,62.31473301,45.56870735,32.61907144,9.690641988,21.95177587,17.02697792,5.006790312,14.91608088,16.0763721,16.95883626,42.89264138,8.523018889,16.14813841,21.65687856,0.169992601,20.96518751,70.3385975,14.80919711,36.24090528,87.8652375,56.62984161,147.3391425,13.8035559,40.95955539,10.96234016,20.15486672,16.60645622,1.22427469,0.596043438,0.094585213,21.07062206,133.4026201,261.3842891,77.68591279,58.42796568,78.65418183,60.73329961,77.90748369,19.12532291,13.0357377,49.90136867,9.075586523,6.861377811,83.69178504,3.257324361,66.89303876,6.437992069,160.2315869,335.4765007,8.412797576,72.5205553,10.12710895,27.9517431,65.46450428,93.82058289,14.92413422,128.7120215,96.29834511,96.23753927,112.320054,14.59710412,19.47263739,22.54375408,28.72640459,14.60711908,33.64692372,125.8028801,58.03226273,23.38579889,140.7727557,64.39415884,26.21346109,73.84484295,44.36179198
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.26589808,3.800855318,9.006348912,57.40338238,102.4341139,43.3759099,7.814106002,3.954305098,19.69540877,15.44358711,5.082191148,76.19098457,37.51711669,97.99194978,35.50068802,21.5992673,45.14272484,12.2130192,20.30529655,5.069532183,16.51410506,21.89230929,7.127439421,38.60348203,8.42741208,25.12629817,13.12415746,0.137274915,14.9223073,64.01812435,11.60021209,37.39810513,22.94860514,104.2455069,85.61128218,19.13068955,40.00904745,23.45935625,28.39349833,7.749301721,1.290015702,0.526076788,0.166671426,21.58365264,162.9443392,209.2022425,71.74660658,51.90208507,76.44581272,68.65790323,79.78052924,13.79950027,20.30096,34.75368569,8.176537098,10.1866808,78.10678786,1.77098441,69.99804964,5.857954258,64.66543133,135.2968444,21.46844506,70.36423035,63.98637331,43.06829679,66.81540765,78.65969159,6.641252176,61.09415543,66.09298756,94.82840813,81.44873116,19.739279,21.52780304,19.01918457,44.43160548,21.64290571,40.91950273,107.1830582,54.82230931,34.08960512,107.2829267,70.60930534,61.47763948,39.52161223,43.56011224
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61859344,4.020497397,8.6404264,63.89187609,97.19037755,40.41408259,5.657499791,12.25619371,15.11393605,29.31303693,4.527587533,66.61344182,52.28799155,64.11048836,69.81974125,37.29804266,48.28100802,7.675242916,14.50391502,6.896825545,8.268244369,20.69147725,11.97867348,26.98997616,7.379187762,21.02255808,18.28645901,0.091181454,30.22227923,71.47520168,26.79864472,25.84891909,18.51438099,86.78724524,66.97997818,11.06662498,58.91488083,12.39161511,35.26620017,12.29509713,2.668083255,0.385767087,0.194451409,21.12584922,126.4372058,195.7830449,49.52661434,64.83644495,43.9378347,65.61853764,48.06396861,8.751895765,20.39196773,19.98316014,15.0443997,6.927011953,86.72413577,5.515053644,87.8103282,4.123337915,147.3804755,220.3978605,7.854273312,101.6152845,74.44220352,28.32417482,31.84311837,95.48194526,9.916465132,133.9112842,139.828604,106.040969,71.33963547,30.1243532,28.88056805,24.98372127,32.94718488,17.24113269,26.91188968,88.28556902,55.12095509,20.6583977,69.52393254,92.36669073,13.38041315,98.30194733,42.64848085
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.66953212,5.871381287,6.452021841,52.34596731,87.05342955,50.10224341,9.118830051,10.37325609,43.19849204,31.66349495,3.071864269,131.5948133,29.86374981,62.8708899,34.09608631,28.21892087,29.16438476,21.67497613,18.30951053,8.035857401,19.67896614,24.69475907,14.94316052,37.54472685,9.145427398,18.52774958,21.87296498,0.146169881,24.27256789,30.09457803,13.60630014,25.87891109,73.39098503,71.46015351,103.7934378,9.826783665,49.65280002,17.0049988,26.34363908,12.58146839,2.096683455,0.847095537,0.092115163,29.93904781,174.7216892,215.9185124,55.57893568,41.87286116,65.81012747,35.03970512,103.5248699,14.69216016,14.57519731,15.43623917,7.154618186,12.37465949,87.94558836,3.556028745,78.20917546,4.911890951,177.1306619,254.8898924,8.737294511,50.06190169,37.75763488,19.17602127,41.80469407,88.91400228,9.59720061,101.5213233,106.0445471,152.9244248,83.32213259,19.86310694,17.67937034,16.02859817,25.84842146,11.23363057,42.78560451,91.07879925,73.85732079,24.65184753,88.72047517,87.40981576,33.3920569,61.0631547,32.1308312
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.28516518,3.15846822,10.3417537,48.33074204,40.13299926,69.40601664,10.0158881,11.77947998,26.92239503,28.99121372,1.888644916,80.39730833,18.46629422,40.69124977,45.94568389,42.5507039,39.12648198,14.29650967,27.53973148,10.49672906,11.76063349,30.28690404,18.56920427,36.85689648,4.283785956,15.21277283,26.12473651,0.116158937,16.42234308,73.76480773,14.98802584,29.09514873,78.39514555,79.88884774,105.8993345,12.98308106,29.73479962,19.65271049,23.70989335,13.41289536,1.948211537,0.63223012,0.275272881,16.4111847,47.74224671,149.7022379,42.39009237,82.20061336,45.90211759,46.50911467,77.00639446,10.6995542,18.9075303,49.62820541,7.517385797,14.64728533,120.3031376,1.553069569,52.40777765,7.380630957,63.26914702,170.8238024,13.42588562,47.26227097,70.24651236,31.51180751,43.00780911,36.16297551,12.66535212,176.5810685,103.3259235,83.50791147,107.7999492,12.12134595,17.80052176,7.381156049,44.36496189,20.18612066,43.73916616,71.06710574,79.0606,27.18143175,104.9928447,119.732721,28.53167126,56.79348841,24.14515387
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.77689566,1.563856223,9.212840034,30.51919676,54.69888988,24.49218987,6.587718068,9.153005871,31.29739354,16.3686386,3.283120837,72.24732823,21.53332161,53.81865806,56.38847239,11.85641089,12.71565571,16.77973686,12.85767579,11.01175942,13.09585613,33.59743995,24.27982787,27.19075747,13.78939345,26.13009567,13.3647466,0.315004572,13.66527295,66.64675333,9.105847584,38.68428764,49.15208967,89.08000882,72.18517093,0.803344719,24.28289074,25.04329456,64.03235213,6.993232423,6.102028841,4.750300769,0.781532349,5.055065114,70.30120214,203.3117823,55.27604024,84.88186967,32.43024142,64.08226137,50.69741342,5.577130019,15.78519764,20.95953979,7.475709131,5.102758936,55.44672605,3.56274979,118.4628639,27.02323113,121.3315642,93.87798758,5.299450515,78.09045253,28.77985719,31.53496684,33.93167124,65.3079648,2.960421933,84.31049926,45.31042405,83.83381468,113.1720886,20.28884604,18.34201986,28.09731484,31.56561001,10.27372202,29.33718461,71.53007881,63.04963915,25.12413018,63.78709005,87.32817066,27.41273744,40.09489447,31.54461375
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4877935,1.68369608,10.18086849,56.37490562,45.71024658,42.08641818,7.473930219,9.651315488,23.02120218,35.17465607,2.929664961,79.73482572,22.3243345,29.16362256,53.28348804,9.954584739,6.626828383,15.13732259,11.03895682,20.28763373,21.70539742,29.23746289,11.89195321,40.40608721,23.62661931,12.5883005,19.94530986,0.288018885,42.65886111,71.42137345,19.20553868,35.72046375,39.17785443,56.47907352,52.50919183,9.076514863,30.53211086,34.27933835,38.43671656,6.89223449,8.489868776,2.223064619,0.725582925,6.636440014,114.1443882,140.9136872,54.54574833,11.9642254,80.63498372,99.41863289,101.9824151,8.542524112,12.04251803,29.52191268,4.484345949,2.839558864,36.28601587,6.551358977,72.20913841,11.39779472,91.77064009,199.6891867,4.423090934,36.61690444,46.88506939,25.12614859,29.56504248,76.02278754,4.449932695,45.78660761,49.05150068,85.89629856,91.7258298,24.91347728,10.86222036,20.07090034,29.6784337,18.58740295,24.7048314,107.2794336,91.62875247,14.87389737,38.47444393,84.94793356,34.19470435,30.90753322,20.92388473
